SOI,lambda,sub_rate,P_rail,density_ratio,validity_eff_nox
0.44213587,0.31905115,0.5316521,0.17990942,0.002277961027048476,1.0
0.86977404,0.18356216,0.027054306,0.4036217,1.7634033644091718e-7,1.0
0.15222922,0.7454595,0.47281718,0.26367927,0.0011854642295365295,1.0
0.21334681,0.73932713,0.68356526,0.046771355,0.02623565402262383,1.0
0.3772781,0.6308311,0.03106333,0.8208121,0.03766657525671391,1.0
0.2608927,0.9985024,0.025480451,0.8144918,0.0001230871616597631,1.0
0.06656333,0.8660052,0.47151372,0.17052205,0.00003524815043285166,1.0
0.74057823,0.08993317,0.31040704,0.758772,0.00002188571825441478,1.0
0.24736239,0.6699492,0.3400186,0.49153098,0.015906204721775747,1.0
0.32410324,0.48152444,0.98893964,0.09017779,0.0016264348334913289,1.0
0.7053518,0.97021824,0.65757185,0.51236206,0.053190408906118376,1.0
0.52914375,0.034368936,0.9166523,0.7233375,0.0652815566475305,0.11299869299615094
0.45032814,0.8960394,0.35162908,0.5675749,0.08133723911219348,1.0
0.51118785,0.81349427,0.07726343,0.8325403,0.006718702876736909,1.0
0.6017845,0.9352548,0.41886884,0.23780142,0.0004487491044963025,1.0
0.38937318,0.26825273,0.042105313,0.15272741,1.2960052737503665e-7,1.0
0.33888927,0.13504395,0.41184556,0.28380233,0.00003052017030204251,1.0
0.88270867,0.5134706,0.52011716,0.7972395,0.012346490793122004,1.0
0.93429184,0.7148248,0.4746423,0.9825216,0.0003283997013021866,1.0
0.27185258,0.65472656,0.33369166,0.90787274,0.005153833618372917,1.0
0.73444974,0.16729498,0.8599301,0.5635189,0.005434214573579929,0.3127575137481583
0.3402178,0.913252,0.85718495,0.6465518,0.4104465956038642,1.0
0.55117947,0.79575926,0.8816392,0.45182365,0.07295617731294975,1.0
0.09853251,0.56760794,0.7637591,0.5812482,0.12573964683057257,1.0
0.9116862,0.6247272,0.9068691,0.59956115,0.03713777404983073,1.0
0.46469703,0.05763073,0.680764,0.7172368,0.39830089829285203,0.4790083708561625
0.57507,0.8265021,0.60235703,0.23013283,0.024613899582389298,1.0
0.8350012,0.2793865,0.57111025,0.3010914,6.7376138100909735e-6,1.0
0.31020856,0.36753908,0.44591886,0.7849842,0.02631586962639811,1.0
0.8145228,0.3285057,0.26959264,0.110431835,2.453450399279838e-8,1.0
0.41644785,0.17616339,0.92189133,0.89177483,0.009012559167672872,0.09196457286785051
0.500207,0.21015216,0.028005175,0.7981271,0.006398245762244333,1.0
0.2051101,0.92168564,0.46659833,0.0017319149,0.0005953161664516917,1.0
0.1193937,0.27806118,0.78265536,0.238443,0.00017819738236446456,1.0
0.7797037,0.1098302,0.90380484,0.097942054,6.9379947795292e-8,0.9136474505698261
0.9070507,0.25459713,0.29516587,0.31531867,1.2171386429257581e-8,1.0
0.7018081,0.48482454,0.632188,0.05673529,0.0032009214804634713,1.0
0.5470867,0.62185997,0.9153223,0.77818555,0.24020413658167208,1.0
0.20176475,0.6987238,0.13103548,0.4257354,0.0006342724341425065,1.0
0.60757005,0.09656748,0.17574696,0.9182242,9.061857938339007e-6,1.0
0.58122814,0.7676217,0.6741649,0.29578692,0.0645060135990407,1.0
0.37699568,0.8744288,0.16700593,0.44796136,0.0023621264033375474,1.0
0.118792005,0.013481085,0.99219006,0.25391096,3.24433202203576e-7,0.4740900493373145
0.23160477,0.17325293,0.050628457,0.77381116,0.0021149630643368853,1.0
0.0798045,0.061589953,0.50252056,0.33413818,9.245323097324266e-6,1.0
0.58235776,0.2283096,0.549017,0.15358816,0.00017034808182554744,1.0
0.15559664,0.7900767,0.31475413,0.07527018,0.00002016153550181749,1.0
0.6602454,0.9009022,0.9445318,0.8007994,0.043834256887411195,1.0
0.4108146,0.08753617,0.75971055,0.39220393,0.012812943909899665,0.42955066581169693
0.9700924,0.7071973,0.04173397,0.9617259,8.824555570627831e-8,1.0
0.32874528,0.666865,0.4760562,0.30759797,0.019525385426096012,1.0
0.5327753,0.7621533,0.15360081,0.5709649,0.02213097633328223,1.0
0.16083805,0.69236076,0.9042171,0.15578906,0.0015419526858221192,1.0
0.4610826,0.64214903,0.19315162,0.22677234,0.0000135676331243222,1.0
0.85294944,0.33513257,0.1966942,0.8783811,3.0107902409329833e-6,1.0
0.83924,0.23387171,0.6292192,0.2200615,1.2584766788829438e-6,1.0
0.48627162,0.3085588,0.21612333,0.52647257,0.003591444058262758,1.0
0.5572552,0.32317948,0.6172506,0.6057121,0.12215932667201224,0.9840974370284438
0.40688217,0.32976165,0.6944971,0.65149474,0.38425428550605195,0.8522634584548685
0.5074174,0.0626049,0.3252131,0.47608685,0.00023196995345911857,1.0
0.4217533,0.8122635,0.14332202,0.3914769,0.0008899293928185405,1.0
0.10181147,0.5062048,0.8340394,0.57127815,0.04398045592186566,1.0
0.9600821,0.16601582,0.39064795,0.5373618,1.7802456279715963e-6,1.0
0.5545261,0.8550134,0.91790617,0.25158763,0.009287764023978781,1.0
0.16912445,0.5647159,0.15621221,0.6776172,0.007459191604403542,1.0
0.83202004,0.31111646,0.055698678,0.011229807,3.346589226935648e-12,1.0
0.72466314,0.14939363,0.58334154,0.5871704,0.007832920425140449,0.7651870342035731
0.80797553,0.33877984,0.047288083,0.13843648,3.861130571438334e-10,1.0
0.4545044,0.3409448,0.0006517241,0.1281349,7.72868774403456e-8,1.0
0.9229691,0.90760356,0.108054854,0.3509491,2.8583410845569337e-8,1.0
0.6322503,0.8037424,0.8481334,0.03725393,0.016371218016034788,1.0
0.7851143,0.9097841,0.9564687,0.65522075,0.03247361505962745,1.0
0.6027543,0.9387693,0.118972816,0.6660415,0.003453586941609144,1.0
0.40128997,0.5513644,0.326256,0.6484684,0.10562106868353208,1.0
0.66252387,0.29655048,0.19835956,0.38879848,0.000030294584689343306,1.0
0.57811195,0.68418825,0.5556504,0.8214214,0.12582096007807392,1.0
0.22985898,0.27602765,0.3860971,0.089078106,0.000056645859071824884,1.0
0.84566784,0.17583087,0.8667882,0.67391,0.00059827717118341,0.4714948852717756
0.7948799,0.1179287,0.8980102,0.22992595,1.8428967867200006e-7,0.5870036582828811
0.86586744,0.7471728,0.09741976,0.08422558,1.1408027823920918e-10,1.0
0.99636906,0.2731178,0.7673615,0.10247788,8.841227333763363e-9,1.0
0.71328723,0.22155261,0.71165395,0.25553235,0.00004407222593401747,0.887283566773586
0.20483029,0.03220343,0.0657393,0.29684648,3.1582032549558097e-7,1.0
0.27575365,0.18615793,0.0206698,0.94231397,0.00020794218062679577,1.0
0.6441436,0.19192226,0.10323498,0.39869234,0.00003610818969625283,1.0
0.6947834,0.0053110984,0.2670902,0.871705,2.6873341341789667e-6,1.0
0.009431167,0.38971016,0.4534457,0.91437817,0.00019138238468281458,1.0
0.62538964,0.9153764,0.6728649,0.18630646,0.008400729315318439,1.0
0.18732525,0.5583174,0.42192593,0.6405532,0.04042742522779066,1.0
0.90459096,0.11291329,0.38177764,0.115559034,2.551332015237713e-10,1.0
0.9992571,0.20176294,0.35317025,0.5624542,1.4566497200559333e-6,1.0
0.08423958,0.33452743,0.032500807,0.8133803,0.0005467626529744846,1.0
0.22007203,0.40650818,0.55947137,0.644398,0.07532319756765529,1.0
0.70626247,0.31092814,0.50148433,0.1645184,0.00004863864762427487,1.0
0.06507832,0.3545065,0.18253168,0.6410378,0.000332783165132377,1.0
0.42454943,0.5128191,0.005783084,0.86790484,0.025713062073054727,1.0
0.53399944,0.59756804,0.60023075,0.75626653,0.3799201726805086,1.0
0.25696784,0.22343002,0.9438457,0.22405893,0.00004993461966292686,0.7683878493080528
0.030832635,0.01837336,0.52667373,0.67835844,0.0005697630990359386,0.9919757840995754
0.79158777,0.94224036,0.36276934,0.9320942,0.00010747796254538435,1.0
0.5124998,0.3012439,0.7351503,0.27700117,0.004307429892773261,0.9537641861687743
0.5637761,0.1507131,0.060749568,0.7477371,0.0019863691847827694,1.0
0.23741755,0.9320065,0.24500972,0.29247323,0.000016593434232543445,1.0
0.08736097,0.13914002,0.59206706,0.41179615,0.00023626489321615295,0.8895519383842508
0.41547146,0.62216717,0.7446968,0.54656017,0.629205212125414,1.0
0.6880144,0.17901495,0.5990939,0.10620155,0.00001767733544004569,1.0
0.15373087,0.78267914,0.6434527,0.23943922,0.005320912021400181,1.0
0.7174945,0.38736334,0.41659167,0.78125083,0.0018913192337819856,1.0
0.95866644,0.6026693,0.9098728,0.3428113,0.00020822635214381923,1.0
0.20214948,0.57355374,0.8167721,0.37724066,0.018148585142620403,1.0
0.85144603,0.97297883,0.5916836,0.0028229987,0.00004677125197760343,1.0
0.0053441273,0.74372494,0.62493503,0.26994506,0.0002992682617492728,1.0
0.92141825,0.8619783,0.6651512,0.7368446,0.2019358459011583,1.0
0.8313934,0.5415553,0.71955717,0.7729282,0.07606771586629431,1.0
0.10019725,0.51810694,0.058988985,0.33882138,0.00002403030683143917,1.0
0.2340961,0.0904505,0.17084996,0.4417972,0.000027694176599124324,1.0
0.48834002,0.78927517,0.70240057,0.94004685,0.15796863447928566,1.0
0.17750594,0.7856997,0.61052275,0.6726403,0.31137875022522493,1.0
0.8567756,0.81895405,0.9706478,0.2902886,0.00005419057182204016,1.0
0.65198153,0.9375608,0.24135599,0.6163896,0.007217545643455641,1.0
0.5802233,0.44918948,0.78128827,0.8458972,0.060412746541134134,1.0
0.94252497,0.6883966,0.6127544,0.93795747,0.005782473317319463,1.0
0.5747764,0.7575451,0.8335861,0.0098233335,0.04446171529115469,1.0
0.8251756,0.45607433,0.15879865,0.37507042,3.265561988610711e-6,1.0
0.44098213,0.525075,0.43304807,0.868988,0.030778005357730773,1.0
0.05923698,0.1310298,0.3940941,0.59302926,0.00008771449183141396,1.0
0.18044968,0.63592184,0.3311502,0.13038617,0.00007619498022422886,1.0
0.99738526,0.18058275,0.45242816,0.02784642,2.0521515153494395e-10,1.0
0.34626022,0.052924983,0.22127022,0.03415102,1.6782415252719646e-8,1.0
0.33352754,0.36449018,0.9426878,0.42203054,0.006885091309383243,0.9142997602644182
0.39526686,0.526631,0.97282517,0.72978044,0.2822967354070995,1.0
0.9545361,0.43905744,0.07626586,0.43078476,3.2139717029713636e-7,1.0
0.09614044,0.1696218,0.040148277,0.1597583,2.2335121507949445e-9,1.0
0.31338134,0.64107335,0.5977421,0.052307073,0.06660750336122619,1.0
0.2590127,0.8578494,0.5749116,0.1263258,0.0076531397643388325,1.0
0.7836603,0.46392876,0.7605247,0.40024623,0.0021083257459571484,1.0
0.33771488,0.16266495,0.9241543,0.25647992,0.0000637766920036962,0.5296446711147147
0.23915727,0.5835536,0.033047024,0.5863492,0.03154846974755701,1.0
0.9798841,0.07611491,0.8405107,0.14885837,6.015113999099582e-11,0.8820222466817194
0.8878473,0.98631245,0.6099526,0.1327134,9.775510485043179e-6,1.0
0.19186021,0.8535589,0.64458567,0.7684781,0.19783830624663964,1.0
0.5617204,0.685968,0.4843856,0.9026263,0.02523122771649971,1.0
0.61334866,0.55089134,0.030986223,0.4907517,0.011537949338850247,1.0
0.64954346,0.71860594,0.4071897,0.62662214,0.053906104205393414,1.0
0.59946954,0.8424065,0.5969782,0.97448486,0.032411371503754595,1.0
0.38665518,0.5105787,0.11289971,0.61021715,0.09206535112529407,1.0
0.7410576,0.35897774,0.7053986,0.53323615,0.009892264605126844,1.0
0.1567152,0.15521245,0.32036763,0.85307086,0.000037724148229969464,1.0
0.007018995,0.7219577,0.81955504,0.18445301,0.0000939489643800354,1.0
0.6968533,0.7356637,0.7150124,0.22598377,0.00920920785259415,1.0
0.3995475,0.39915735,0.2766761,0.2095202,0.00003636610860052777,1.0
0.34102196,0.13652512,0.35586908,0.7559483,0.0022941457367683647,1.0
0.3040546,0.05873419,0.91849595,0.7039093,0.05719041881286392,0.15253007937604027
0.35657635,0.14106989,0.8034976,0.5760289,0.20506094417305493,0.3178656474400735
0.29474115,0.24049546,0.32114047,0.41055176,0.00014486407571539692,1.0
0.6467205,0.27514452,0.7976101,0.66246927,0.06398129019173267,0.6165763143843274
0.20002347,0.8288135,0.4656986,0.15496893,0.0008151035485539238,1.0
0.48360816,0.62579983,0.26431996,0.98381865,0.0008029340366825865,1.0
0.56832516,0.7467365,0.18764478,0.45565113,0.003592933814726891,1.0
0.32328326,0.9945335,0.8266387,0.5021474,0.07764992670985527,1.0
0.108428046,0.39078617,0.3650999,0.64265734,0.002230879084231446,1.0
0.929961,0.3325054,0.70187604,0.95676154,0.0000933026254225516,1.0
0.06025289,0.91786927,0.46419305,0.8760631,0.0019438950329990032,1.0
0.22239347,0.16528964,0.3772864,0.10700719,5.31927441176229e-6,1.0
0.57065845,0.10083714,0.44648084,0.13346675,2.9127781158079854e-6,1.0
0.41882208,0.8053869,0.68198586,0.5640723,0.7296116674634373,1.0
0.84473544,0.79396045,0.36489174,0.68675977,0.00422739721403035,1.0
0.102726094,0.9109672,0.7227206,0.87980705,0.022579498781682923,1.0
0.11262138,0.9676148,0.212661,0.048672076,3.307295444543658e-8,1.0
0.9719103,0.78397477,0.036797885,0.07624335,2.2712521605381144e-13,1.0
0.7080092,0.35607147,0.20749578,0.16546817,6.254343701126432e-8,1.0
0.29968542,0.23522606,0.86723524,0.6471557,0.10174242169384835,0.4257686088030093
0.5441045,0.48756564,0.6912331,0.1851936,0.02424033102143273,1.0
0.71569157,0.24707076,0.84990567,0.9040057,0.0010661161477097058,0.4788903308132815
0.5242299,0.53490674,0.01834377,0.9239658,0.005639176752469585,1.0
0.03422981,0.06620078,0.14239758,0.9711431,7.040257785054678e-8,1.0
0.5539021,0.68272406,0.56658584,0.6839575,0.4619045391508694,1.0
0.055551782,0.5027348,0.39260727,0.023574898,0.00003399485255631527,1.0
0.091120586,0.93472964,0.59310627,0.28457403,0.00033157650239122653,1.0
0.46667218,0.9664975,0.013582257,0.79474264,0.0011906692233385938,1.0
0.6934973,0.9088482,0.79864806,0.07843421,0.004098430210373518,1.0
0.31458658,0.59317607,0.6707433,0.58503026,0.5614018289951352,1.0
0.19721527,0.49103242,0.32416186,0.026857896,0.00009875574008114361,1.0
0.15147354,0.19883002,0.29418176,0.12941584,4.0474462369841186e-7,1.0
0.13473655,0.8600704,0.088884816,0.24143614,1.1636013087928641e-7,1.0
0.23227896,0.13294116,0.18640214,0.6961841,0.0004771338453107982,1.0
0.91793245,0.8954878,0.36174145,0.7153371,0.0017844611753355074,1.0
0.11488132,0.09906295,0.03710527,0.48581403,0.00004273143956354442,1.0
0.20967673,0.31441236,0.57228196,0.99755734,0.0009008299065013052,1.0
0.74384373,0.47889584,0.98100024,0.8275446,0.0026784609909463668,1.0
0.25712746,0.7225176,0.19507764,0.32391223,0.00009699249866766915,1.0
0.543886,0.59507036,0.9840525,0.71868527,0.2459378249800986,1.0
0.43864483,0.03554755,0.42658383,0.13680996,1.2099786461774692e-6,1.0
0.91610163,0.3507467,0.36629474,0.77493286,0.00008865827363119434,1.0
0.7719613,0.9143463,0.17666098,0.40534455,0.000014931672539818864,1.0
0.373906,0.5240502,0.17425148,0.40912372,0.0027331251607684904,1.0
0.72286355,0.12967984,0.057631657,0.6824628,0.00011661293523751277,1.0
0.20670313,0.021939369,0.5306311,0.8287454,0.007097393381318694,0.9067306377929188
0.02661408,0.38580304,0.6227381,0.16137305,0.00008184117053069397,1.0
0.49061185,0.34665462,0.5284661,0.63522816,0.10966169710979498,1.0
0.57362115,0.33341247,0.3220338,0.30447802,0.000040125304675111786,1.0
0.8710902,0.64420635,0.47594127,0.6645709,0.03672556780778709,1.0
0.4143017,0.5680133,0.6035416,0.17390722,0.05288481279626688,1.0
0.719438,0.81487346,0.61424845,0.30949232,0.00553210851656523,1.0
0.088276565,0.8781306,0.811371,0.36138755,0.002454580985186845,1.0
0.7032454,0.53215754,0.25813094,0.06796357,3.3722824802257235e-6,1.0
0.5214438,0.20278373,0.28213966,0.3903516,0.000030235899194108564,1.0
0.16257977,0.098811895,0.774661,0.35129622,0.0003602203049557574,0.5680577043594278
0.37979564,0.22090642,0.06111197,0.8862358,0.0019265455011242504,1.0
0.1318002,0.8247077,0.9530279,0.5722918,0.03397290353823878,1.0
0.58838946,0.7536924,0.3157009,0.83996046,0.017858837779050046,1.0
0.078271516,0.40795684,0.31199515,0.3082705,6.608963146264002e-6,1.0
0.83805114,0.7982435,0.99152833,0.750514,0.014973836884645637,1.0
0.21156387,0.49567536,0.2574783,0.13756885,9.947210405592253e-6,1.0
0.55540186,0.63910186,0.870005,0.7019213,0.4967987832137734,1.0
0.35261533,0.3448193,0.31964788,0.24371253,0.00007832158886778347,1.0
0.103825465,0.17223592,0.8225037,0.29308075,0.000026376739731187833,0.7302946102420942
0.13896741,0.28293303,0.13859673,0.9479197,0.000032691333212953285,1.0
0.47073728,0.720014,0.95279104,0.044801883,0.01595422638826115,1.0
0.33642635,0.145502,0.54141957,0.77562326,0.06122566345937712,0.8613931234293213
0.79017323,0.20786142,0.2045716,0.88531023,2.2686398828221008e-6,1.0
0.19013177,0.5526304,0.9804323,0.22393087,0.0006098241500932381,1.0
0.04982968,0.76093084,0.2632721,0.58071196,0.0006851863527376781,1.0
0.89927626,0.108933605,0.5671375,0.66716444,0.00009979338874565342,0.8420430497409229
0.9149111,0.6299763,0.08094371,0.8471464,8.773400368387847e-6,1.0
0.081765294,0.8834517,0.067573756,0.5192045,0.000036306108780561186,1.0
0.8425111,0.76149935,0.2870109,0.60284984,0.0006092667063222349,1.0
0.9881693,0.63894826,0.91452235,0.8331137,0.009765352855993602,1.0
0.6503348,0.8003148,0.23073669,0.72658145,0.012250419392401755,1.0
0.6536334,0.6524786,0.57953775,0.5326731,0.10268585964362899,1.0
0.01169452,0.79774916,0.45663494,0.5008501,0.006926722193361233,1.0
0.1041279,0.12239788,0.4988662,0.12430614,2.631236231223293e-6,1.0
0.24215233,0.08876246,0.6488494,0.5759914,0.08623234703125665,0.6254094434786951
0.73095274,0.92723775,0.4800128,0.38095513,0.0009060833914772623,1.0
0.6592519,0.8699281,0.6614079,0.43124393,0.03478111118499041,1.0
0.6386408,0.32798907,0.13640481,0.38700876,0.0001315682996899741,1.0
0.9207424,0.5868105,0.8978761,0.31444475,0.00010343008484870547,1.0
0.5974035,0.45920774,0.31824693,0.55710745,0.008218713454575526,1.0
0.58319426,0.6877527,0.7514441,0.8117026,0.28944626917886035,1.0
0.81267023,0.29006806,0.7963181,0.21402541,6.08270790955277e-6,1.0
0.5865831,0.99946254,0.3045129,0.7168927,0.01837073601403776,1.0
0.20376329,0.39847237,0.88893265,0.07006854,0.001366786902470041,1.0
0.82287616,0.70880204,0.78723466,0.50790304,0.08160555424067623,1.0
0.5930997,0.4352743,0.72093135,0.67130816,0.22701381819433739,1.0
0.17336836,0.94624263,0.4011718,0.54528165,0.006128579180448466,1.0
0.6234138,0.7886775,0.9053027,0.23604302,0.006813892383499161,1.0
0.22441247,0.8483357,0.7555629,0.92424387,0.03833967789651132,1.0
0.32500234,0.4628396,0.6517976,0.6974606,0.4229107791435329,1.0
0.46051863,0.40942842,0.2569509,0.4015957,0.0007664499039468671,1.0
0.51041704,0.2914148,0.35634267,0.13127978,0.000044980692275801726,1.0
0.38835844,0.7252098,0.96137524,0.6294625,0.5368582052706938,1.0
0.7353938,0.6408988,0.41572684,0.3704726,0.0005308414522905835,1.0
0.947127,0.99332094,0.3899096,0.77940774,0.0009223623678674314,1.0
0.9247783,0.556266,0.61617255,0.35640654,0.0008808868897854593,1.0
0.8184086,0.2446614,0.66455376,0.9601359,0.000057149155840100716,0.88167699470552
0.6112767,0.79448026,0.34563178,0.9689496,0.001148871156623498,1.0
0.168857,0.10580698,0.4606266,0.48405585,0.0009363768019559007,1.0
0.47149485,0.39276516,0.55189425,0.9936617,0.0066353612889226525,1.0
0.21518427,0.58461666,0.48622748,0.21219729,0.004060641535734609,1.0
0.14588918,0.24139135,0.9950409,0.26059785,6.818936442778004e-6,0.8098796852553232
0.58794904,0.6550767,0.038116332,0.54247785,0.02544074094837243,1.0
0.6734477,0.14078826,0.43518054,0.3115014,7.909127127563212e-6,1.0
0.25596613,0.509317,0.2830495,0.8151708,0.008498329697791686,1.0
0.6977228,0.5389467,0.8500596,0.88906294,0.01055996586602878,1.0
0.37046757,0.2663577,0.4235374,0.92158026,0.0011259138850377498,1.0
0.03188055,0.83490324,0.80076724,0.49516335,0.044117651029236635,1.0
0.05085417,0.3477733,0.34645137,0.78978485,0.00020949101990110314,1.0
0.43183678,0.68143666,0.4636319,0.6543738,0.374013832189331,1.0
0.5310878,0.159849,0.07308657,0.8310975,0.0011580932792308206,1.0
0.5761709,0.44436872,0.034379855,0.8563608,0.01212161474012688,1.0
0.98130953,0.31698352,0.7300419,0.5034144,0.0006107443715971924,1.0
0.19421853,0.5216227,0.15798761,0.47749028,0.0022353254091070163,1.0
0.02749281,0.44056302,0.87366027,0.33575016,0.0001592757714648055,1.0
0.040472455,0.4246247,0.28003007,0.2868271,1.1572733279345368e-6,1.0
0.08368033,0.61970603,0.2154567,0.68550074,0.0012658297115309062,1.0
0.30735627,0.87505,0.05271478,0.81730723,0.001972616449837352,1.0
0.94497496,0.2607376,0.7145363,0.613969,0.0008514304604721597,1.0
0.7213823,0.4323217,0.66625327,0.7224834,0.048071235124955404,1.0
0.6573961,0.62360394,0.75495875,0.0009000481,0.022558878228554336,1.0
0.906345,0.42300445,0.0709842,0.7404424,0.000023207469297030032,1.0
0.700249,0.7591732,0.2344548,0.3183801,0.00001969276524263302,1.0
0.23330328,0.39414105,0.3578777,0.9810738,0.00019349640962687743,1.0
0.054973982,0.7031638,0.7779233,0.96580535,0.004774632576024089,1.0
0.2509961,0.94055474,0.52566564,0.267834,0.002260801860092267,1.0
0.9315489,0.6755976,0.02623234,0.6371069,0.000019891221059339287,1.0
0.60634744,0.5478756,0.7277046,0.09508668,0.025317158653457416,1.0
0.6039113,0.019593144,0.6280575,0.76104933,0.07524994285859685,0.6044983298370338
0.2805888,0.2393326,0.59554327,0.8802465,0.011692001156003952,0.8211943690438616
0.9029684,0.9758558,0.1213858,0.65876746,3.807111514017638e-6,1.0
0.44733396,0.3046488,0.81311333,0.17418075,0.002289025212262566,1.0
0.31650716,0.6512271,0.48772886,0.11750574,0.012873547134081984,1.0
0.66580254,0.053139113,0.77017695,0.19209786,1.8363121016097945e-6,0.6593092987214185
0.033122525,0.4530404,0.15477167,0.09206817,6.79573121122898e-9,1.0
0.037428785,0.7655775,0.63043964,0.5486574,0.12859524665146738,1.0
0.35971144,0.7327587,0.17191757,0.53450346,0.021165232063784255,1.0
0.35811225,0.47736984,0.0014790244,0.6035714,0.12168764323373357,1.0
0.6865356,0.5557907,0.74717706,0.5958016,0.15618116337230412,1.0
0.8492834,0.92024004,0.48242512,0.8841371,0.002715587319035094,1.0
0.42070895,0.06011838,0.13327059,0.41820124,0.00003297090643111643,1.0
0.31933543,0.19315365,0.44900692,0.5115798,0.006931661092938797,1.0
0.069186084,0.9522554,0.43454713,0.8700731,0.0009343339892831494,1.0
0.14060557,0.0034345342,0.80689406,0.7537742,0.01253372491569113,0.4659849205345602
0.061159305,0.66760343,0.4596059,0.759754,0.024460310477503945,1.0
0.2195084,0.040194184,0.54710484,0.5149299,0.013659042838409413,0.87672949335232
0.6374252,0.88953274,0.8653857,0.24655272,0.005866470078659962,1.0
0.81560135,0.9615281,0.517418,0.769499,0.019860554797242597,1.0
0.30352786,0.5301822,0.6362544,0.93965864,0.04846826110379908,1.0
0.5011994,0.02214635,0.32384652,0.31041732,2.9637002969259518e-6,1.0
0.97271466,0.49826083,0.6207612,0.97032857,0.0005120638148157975,1.0
0.72974485,0.15648885,0.6150513,0.4986187,0.003179991528549029,0.7175517689284998
0.26712427,0.74901307,0.98312515,0.36983413,0.006316458445230098,1.0
0.40918034,0.71396786,0.4946067,0.9581293,0.03374232111315865,1.0
0.21431124,0.08546726,0.13761213,0.7761877,0.0001800511707924237,1.0
0.013290442,0.5145316,0.15210752,0.19577006,1.0587295032664312e-8,1.0
0.7168296,0.7063572,0.677028,0.61175275,0.32029608675431553,1.0
0.8927503,0.8778605,0.24213944,0.021773603,1.0556303366372894e-8,1.0
0.5284968,0.61000913,0.22498786,0.5254435,0.01881685935465437,1.0
0.9754877,0.82719254,0.3136447,0.76458967,0.0003846690647544855,1.0
0.75883204,0.3912592,0.5432153,0.51586336,0.004057921670870419,1.0
0.84660655,0.9441071,0.25999728,0.9467012,5.418539998506087e-6,1.0
0.609445,0.7156659,0.86272794,0.72054,0.3610913485023373,1.0
0.6988185,0.52247036,0.2002933,0.3134247,9.904631513610816e-6,1.0
0.8179069,0.21715559,0.371825,0.2812352,9.522283029712755e-8,1.0
0.09563944,0.49421725,0.5777937,0.14981334,0.0008078772339340039,1.0
0.98950297,0.60996705,0.44477472,0.925276,0.0004511079429132141,1.0
0.035162617,0.2979192,0.123117924,0.8962025,0.000013999001424626855,1.0
0.3421303,0.24530157,0.88532585,0.8294749,0.032908544713575245,0.3644529858241599
0.6993472,0.4570809,0.40989947,0.094684236,0.00010945522169405001,1.0
0.54892755,0.8080552,0.6135547,0.008324656,0.05499396178267374,1.0
0.5491589,0.840009,0.5378382,0.2272005,0.013924911567119847,1.0
0.7861126,0.35995114,0.4552459,0.054645274,0.000012008017395016274,1.0
0.6583514,0.009485952,0.55874026,0.08786478,2.906072672239415e-7,1.0
0.09988305,0.11889668,0.5903622,0.32264858,0.00003438832998794785,0.8940277229383776
0.34378338,0.22430812,0.5363132,0.7914608,0.0440371495142395,0.9373575226089529
0.44106504,0.19761458,0.81016415,0.43392485,0.024732258692460356,0.43112264940035344
0.90826017,0.12601155,0.6761534,0.57342035,0.00011590668539060066,0.6995321545036937
0.36037323,0.5426467,0.87232053,0.5232296,0.21279779280971514,1.0
0.122001775,0.25150755,0.3359387,0.33340415,5.555394346390479e-6,1.0
0.11588097,0.047755234,0.99367124,0.40226898,0.00003336446601937261,0.3303273716642295
0.08981619,0.78183424,0.38795504,0.18712676,0.000026716443178099937,1.0
0.2933065,0.33996004,0.5169717,0.8304413,0.020191742962809962,1.0
0.13071747,0.81740326,0.9335654,0.022076687,0.0005642171417562494,1.0
0.5157122,0.18532085,0.43194595,0.10504414,0.00003488396749859433,1.0
0.022019243,0.4082609,0.7125348,0.44578,0.0032572576195702293,1.0
0.9781875,0.06326365,0.569778,0.85854876,1.3668114579130813e-6,0.8267491859699768
0.7675372,0.4611736,0.61131614,0.013356833,0.0005459712058716866,1.0
0.105350174,0.95072955,0.7256283,0.7289543,0.1163578291607001,1.0
0.33421305,0.219567,0.7865618,0.89875466,0.019106479235428908,0.41233189648012614
0.34479058,0.8464122,0.24676745,0.6799358,0.057756854397105435,1.0
0.3832325,0.89262354,0.42961976,0.18256868,0.0014781097145849552,1.0
0.71018493,0.23667917,0.86824197,0.34906045,0.00011563392114184494,0.6640504912228434
0.46533912,0.6505683,0.23125221,0.3525421,0.0007228781699399054,1.0
0.8095856,0.081474714,0.9866823,0.23489575,2.6538309976924733e-8,0.4498957007851431
0.7375851,0.43887615,0.91158956,0.62544304,0.012886577236562355,1.0
0.8360693,0.6769638,0.82337856,0.19354227,0.00017333692146079553,1.0
0.36697975,0.6577504,0.8528815,0.1627832,0.0352744241466909,1.0
0.24572542,0.8995987,0.52247095,0.714999,0.11038135429652773,1.0
0.46883813,0.9439064,0.48345032,0.70667094,0.1549047486047414,1.0
0.2914516,0.054778177,0.27097577,0.47205862,0.00004068189822717229,1.0
0.6528917,0.86287314,0.15585345,0.28001872,3.712576739742176e-6,1.0
0.26238233,0.44538972,0.0750133,0.7939116,0.02233340724406142,1.0
0.7110255,0.32079598,0.19737692,0.23157991,9.838248723091176e-8,1.0
0.74761605,0.017068757,0.47785076,0.53000295,0.0005055720944111091,1.0
0.2726209,0.87635124,0.2280321,0.7809424,0.011006985773975164,1.0
